"tid1","tid2","score"
6,14,0.677038916280739
6,15,0.643643833281362
6,16,0.728538396561452
6,17,0.565940270521887
6,18,0.682321392992502
6,19,0.632575244861148
6,20,0.513700038910688
6,21,0.580336700536952
6,22,0.653859330759341
6,23,0.650365229320532
6,24,0.721458597135607
6,25,0.91508152700018
6,121,0.116196269874773
6,122,0.140814241221201
6,124,0.128468738830207
6,125,0.112196902518955
6,126,0.14486974876102
6,127,0.110053023312001
6,128,0.189590476475494
7,1,0.473955342438646
7,2,0.392873047744851
7,3,0.29124960059476
7,4,0.600087562650116
7,5,0.426611096411354
7,6,0.48049452857532
7,8,0.35391500453448
7,9,0.457597502909505
7,10,0.349551604493225
7,11,0.490401601938907
7,12,0.342647010958804
7,13,0.344598107103247
7,14,0.38750621988613
7,15,0.367980655142775
7,16,0.347554485521125
7,17,0.327766265455047
7,18,0.381685126135834
7,19,0.337415534664801
7,20,0.32373944612565
7,21,0.335825255806693
7,22,0.360799085734739
7,23,0.425664791131306
7,24,0.532087559844586
7,25,0.527595861878069
7,126,0.10702067240304
7,176,0.102739452846962
7,178,0.103961973714823
8,1,0.621898042864323
8,2,0.526815995653586
8,3,0.544165815671745
8,4,0.513103177093225
8,5,0.520130037927285
8,6,0.631179885205991
8,7,0.35391500453448
8,9,0.585405519602313
8,10,0.503854631899996
8,11,0.492234609418901
8,12,0.500164218320065
8,13,0.4969099358848
8,14,0.510505080150169
8,15,0.480620807970991
8,16,0.467295703114321
8,17,0.469928180387921
8,18,0.554115529035988
8,19,0.44432976397638
8,20,0.379793764451588
8,21,0.530954678074302
8,22,0.466587793797146
8,23,0.540908286642295
8,24,0.530904525491405
8,25,0.672994386706245
8,121,0.109397458513152
8,122,0.132720108903618
8,124,0.104691079555465
8,125,0.106081483163387
8,126,0.112097332074737
8,127,0.103935183024593
8,128,0.17674561577074
9,1,0.771798448993076
9,2,0.657151110232111
9,3,0.501639044808396
9,4,0.640167407692441
9,5,0.698586445163785
9,6,0.784724851366924
9,7,0.457597502909505
9,8,0.585405519602313
9,10,0.589140377576466
9,11,0.62318708629798
9,12,0.578700815391807
9,13,0.572310008386258
9,14,0.627812135755368
9,15,0.6092180171129
9,16,0.579675532631857
9,17,0.538822805234454
9,18,0.64306797087842
9,19,0.564090080030195
9,20,0.488546759908429
9,21,0.551992000424121
9,22,0.585583243619664
9,23,0.616238345227425
9,24,0.678734514498054
9,25,0.854928523849749
9,121,0.112409281747883
9,122,0.156652739590077
9,124,0.12395830825929
9,125,0.108806866532312
9,126,0.115253189911933
9,127,0.106666108344745
9,128,0.182165018939739
10,1,0.564934429362773
10,2,0.47262166062906
10,3,0.353903423534679
10,4,0.502117420581378
10,5,0.553785982120799
10,6,0.573389559610615
10,7,0.349551604493225
10,8,0.503854631899996
10,9,0.589140377576466
10,11,0.452275612374693
10,12,0.457271529378127
10,13,0.45546963249963
10,14,0.460557409601663
10,15,0.440833782117277
10,16,0.417432465423326
10,17,0.430645728133888
10,18,0.508749042884377
10,19,0.405568205419506
10,20,0.341678351030675
10,21,0.490172370714272
10,22,0.42895887351965
10,23,0.501062727466461
10,24,0.48806021476126
10,25,0.628056119968683
10,122,0.122933192097715
10,126,0.101625315205106
10,128,0.142527213342306
10,145,0.102357617435249
10,146,0.112537215600388
10,151,0.102357617435249
10,152,0.10907297587579
10,153,0.10431569661224
10,155,0.10907297587579
10,156,0.105580810812494
10,157,0.12180177376506
10,158,0.10907297587579
11,1,0.64874739253321
11,2,0.549310296914782
11,3,0.417802240216925
11,4,0.534906884571487
11,5,0.541902430731165
11,6,0.658746421967445
11,7,0.490401601938907
11,8,0.492234609418901
11,9,0.62318708629798
11,10,0.452275612374693
11,12,0.483509355234141
11,13,0.480815018928884
11,14,0.530718974290416
11,15,0.51171349698943
11,16,0.486228020782124
11,17,0.454657259930016
11,18,0.536529470230543
11,19,0.473057373938108
11,20,0.405400859642103
11,21,0.465583462077307
11,22,0.495370460831315
11,23,0.578184465013515
11,24,0.805565744518829
11,25,0.718349800860336
11,124,0.128381042635214
11,125,0.108372001242492
11,128,0.11645728159076
12,1,0.602047124331111
12,2,0.544514364344046
12,3,0.467588714488669
12,4,0.492384933317534
12,5,0.499776258151147
12,6,0.611227128460982
12,7,0.342647010958804
12,8,0.500164218320065
12,9,0.578700815391807
12,10,0.457271529378127
12,11,0.483509355234141
12,13,0.609255673825283
12,14,0.575322593665449
12,15,0.506697303979176
12,16,0.447233138431835
12,17,0.504388761969384
12,18,0.686944518483287
12,19,0.467689361446316
12,20,0.368929135425341
12,21,0.516755812585689
12,22,0.536416951050307
12,23,0.480607843811021
12,24,0.522563221178563
12,25,0.668382662532426
12,121,0.118645649429152
12,122,0.142660777103574
12,124,0.130784757213974
12,125,0.114558565637589
12,126,0.121686742840718
12,127,0.112510268662255
12,128,0.190469352233249
13,1,0.594492339775632
13,2,0.502442530740382
13,3,0.423154846519203
13,4,0.48924702840486
13,5,0.496408602927521
13,6,0.603204425064311
13,7,0.344598107103247
13,8,0.4969099358848
13,9,0.572310008386258
13,10,0.45546963249963
13,11,0.480815018928884
13,12,0.609255673825283
13,14,0.488279084903642
13,15,0.469380766907909
13,16,0.502788898183799
13,17,0.501117932002475
13,18,0.675448757364632
13,19,0.433769573361915
13,20,0.421532321965958
13,21,0.513015647963462
13,22,0.45609618158872
13,23,0.47807623826687
13,24,0.518200786467349
13,25,0.657766282524916
13,115,0.102742857536863
13,121,0.114805469105659
13,122,0.138124950601168
13,124,0.126268562864819
13,125,0.111105443165904
13,126,0.11765052714703
13,127,0.109051194978077
13,128,0.18332646466303
14,1,0.666958618761289
14,2,0.607994426252434
14,3,0.479028746599263
14,4,0.553969689217639
14,5,0.560635282623993
14,6,0.677038916280739
14,7,0.38750621988613
14,8,0.510505080150169
14,9,0.627812135755368
14,10,0.460557409601663
14,11,0.530718974290416
14,12,0.575322593665449
14,13,0.488279084903642
14,15,0.554307372899655
14,16,0.504726556045776
14,17,0.46228416598315
14,18,0.543330168460335
14,19,0.514199770545082
14,20,0.414344432063048
14,21,0.473088456055211
14,22,0.58214012869312
14,23,0.526690422796892
14,24,0.573036433254306
14,25,0.720682385753883
14,121,0.107842237968968
14,122,0.130866094305998
14,124,0.118626601742033
14,125,0.1046752680997
14,126,0.110464972891637
14,127,0.102530394108788
14,128,0.173842718458103
15,1,0.633954851235703
15,2,0.640478237233515
15,3,0.407181094844369
15,4,0.521964727663381
15,5,0.529048292279855
15,6,0.643643833281362
15,7,0.367980655142775
15,8,0.480620807970991
15,9,0.6092180171129
15,10,0.440833782117277
15,11,0.51171349698943
15,12,0.506697303979176
15,13,0.469380766907909
15,14,0.554307372899655
15,16,0.528789965359239
15,17,0.444044689195459
15,18,0.584649949545071
15,19,0.600986872057962
15,20,0.539871746354525
15,21,0.454721850908203
15,22,0.517398275260847
15,23,0.508095207170224
15,24,0.553232548233207
15,25,0.702158701654041
15,79,0.134209820993113
15,121,0.116682806952676
15,122,0.14034303714416
15,124,0.128473854416346
15,125,0.112795542059492
15,126,0.119622863879633
15,127,0.110743670248342
15,128,0.186808891657524
16,1,0.655123705602126
16,2,0.678052068145233
16,3,0.395329766005887
16,4,0.594560329532504
16,5,0.63770307728727
16,6,0.728538396561452
16,7,0.347554485521125
16,8,0.467295703114321
16,9,0.579675532631857
16,10,0.417432465423326
16,11,0.486228020782124
16,12,0.447233138431835
16,13,0.502788898183799
16,14,0.504726556045776
16,15,0.528789965359239
16,17,0.422277948686869
16,18,0.554962486012217
16,19,0.52072762901904
16,20,0.476651510914569
16,21,0.432396658840134
16,22,0.489880624569898
16,23,0.546193188295152
16,24,0.524702091659972
16,25,0.667444417836907
16,121,0.127768826231771
16,122,0.151371103594351
16,124,0.140396431506277
16,125,0.123081680488962
16,126,0.137576622056817
16,127,0.121227587263328
16,128,0.200199658623335
16,140,0.101324882809854
16,144,0.105976966198589
16,193,0.112659327356232
17,1,0.558283386765639
17,2,0.473538443417269
17,3,0.520829654666608
17,4,0.461449171420743
17,5,0.468464140979857
17,6,0.565940270521887
17,7,0.327766265455047
17,8,0.469928180387921
17,9,0.538822805234454
17,10,0.430645728133888
17,11,0.454657259930016
17,12,0.504388761969384
17,13,0.501117932002475
17,14,0.46228416598315
17,15,0.444044689195459
17,16,0.422277948686869
17,18,0.556379356095633
17,19,0.411197531477063
17,20,0.351570796303219
17,21,0.48568250354506
17,22,0.432828104062399
17,23,0.452671674152536
17,24,0.487759806956642
17,25,0.615630619790763
17,121,0.110235992831423
17,122,0.169339925994801
17,124,0.120920946553674
17,125,0.106975794147095
17,126,0.112856495793833
17,127,0.104920059950012
17,128,0.174925206812315
18,1,0.671272696997676
18,2,0.631963592951881
18,3,0.470232028121254
18,4,0.548779896076881
18,5,0.556042618547142
18,6,0.682321392992502
18,7,0.381685126135834
18,8,0.554115529035988
18,9,0.64306797087842
18,10,0.508749042884377
18,11,0.536529470230543
18,12,0.686944518483287
18,13,0.675448757364632
18,14,0.543330168460335
18,15,0.584649949545071
18,16,0.554962486012217
18,17,0.556379356095633
18,19,0.539405133878246
18,20,0.463022115766225
18,21,0.570547471416121
18,22,0.505474176932386
18,23,0.532009152929895
18,24,0.583324867675252
18,25,0.747095985841616
18,121,0.122441183651743
18,122,0.147138603797154
18,124,0.135268390234537
18,125,0.117956015781652
18,126,0.125682619408856
18,127,0.115917767727188
18,128,0.197604480594073
19,1,0.623214212425271
19,2,0.755236303751008
19,3,0.374765120100744
19,4,0.513692490301897
19,5,0.583637206280059
19,6,0.632575244861148
19,7,0.337415534664801
19,8,0.44432976397638
19,9,0.564090080030195
19,10,0.405568205419506
19,11,0.473057373938108
19,12,0.467689361446316
19,13,0.433769573361915
19,14,0.514199770545082
19,15,0.600986872057962
19,16,0.52072762901904
19,17,0.411197531477063
19,18,0.539405133878246
19,20,0.450338560146624
19,21,0.421002749150972
19,22,0.509912118998481
19,23,0.470504831411964
19,24,0.509852854940912
19,25,0.648857638824684
19,121,0.115516648070604
19,122,0.138965363950093
19,124,0.127103410498281
19,125,0.139342484675893
19,126,0.118397505777145
19,127,0.109692670049013
19,128,0.18464356056898
20,1,0.506544411044135
20,2,0.475074176777749
20,3,0.314882754708379
20,4,0.410178105238138
20,5,0.417907519269183
20,6,0.513700038910688
20,7,0.32373944612565
20,8,0.379793764451588
20,9,0.488546759908429
20,10,0.341678351030675
20,11,0.405400859642103
20,12,0.368929135425341
20,13,0.421532321965958
20,14,0.414344432063048
20,15,0.539871746354525
20,16,0.476651510914569
20,17,0.351570796303219
20,18,0.463022115766225
20,19,0.450338560146624
20,21,0.360155552165302
20,22,0.386046953583642
20,23,0.404524118068985
20,24,0.494288614167567
20,25,0.563117928318037
20,57,0.114955262386095
20,125,0.174337959113572
20,128,0.135182922423976
21,1,0.572340070929208
21,2,0.485410184600576
21,3,0.410863612517403
21,4,0.47297698203061
21,5,0.479996316536542
21,6,0.580336700536952
21,7,0.335825255806693
21,8,0.530954678074302
21,9,0.551992000424121
21,10,0.490172370714272
21,11,0.465583462077307
21,12,0.516755812585689
21,13,0.513015647963462
21,14,0.473088456055211
21,15,0.454721850908203
21,16,0.432396658840134
21,17,0.48568250354506
21,18,0.570547471416121
21,19,0.421002749150972
21,20,0.360155552165302
21,22,0.442749923178678
21,23,0.717164800748068
21,24,0.500124454675718
21,25,0.631483634020032
21,121,0.111225456061182
21,122,0.133891585295046
21,124,0.122076496371531
21,125,0.107871938359382
21,126,0.113893782047522
21,127,0.10581600617214
21,128,0.176735439531827
22,1,0.644452655063208
22,2,0.588063696426285
22,3,0.43714887314139
22,4,0.536452030870625
22,5,0.543092700465721
22,6,0.653859330759341
22,7,0.360799085734739
22,8,0.466587793797146
22,9,0.585583243619664
22,10,0.42895887351965
22,11,0.495370460831315
22,12,0.536416951050307
22,13,0.45609618158872
22,14,0.58214012869312
22,15,0.517398275260847
22,16,0.489880624569898
22,17,0.432828104062399
22,18,0.505474176932386
22,19,0.509912118998481
22,20,0.386046953583642
22,21,0.442749923178678
22,23,0.492348674418125
22,24,0.532958126806768
22,25,0.669924325579521
22,32,0.124022720166311
22,121,0.111041378446926
22,122,0.133673787256481
22,124,0.121861419723372
22,125,0.107705302157081
22,126,0.113700774019593
22,127,0.105649384965022
22,128,0.176398294869788
23,1,0.640773967636234
23,2,0.544435401414531
23,3,0.416635484278575
23,4,0.530473707582753
23,5,0.53733279145333
23,6,0.650365229320532
23,7,0.425664791131306
23,8,0.540908286642295
23,9,0.616238345227425
23,10,0.501062727466461
23,11,0.578184465013515
23,12,0.480607843811021
23,13,0.47807623826687
23,14,0.526690422796892
23,15,0.508095207170224
23,16,0.546193188295152
23,17,0.452671674152536
23,18,0.532009152929895
23,19,0.470504831411964
23,20,0.404524118068985
23,21,0.717164800748068
23,22,0.492348674418125
23,24,0.561415460829857
23,25,0.707876875289151
23,122,0.11083647922574
23,124,0.125272712895897
23,128,0.149711263437036
24,1,0.709451307407051
24,2,0.597388274904428
24,3,0.448906992221175
24,4,0.581047262267815
24,5,0.588108218212278
24,6,0.721458597135607
24,7,0.532087559844586
24,8,0.530904525491405
24,9,0.678734514498054
24,10,0.48806021476126
24,11,0.805565744518829
24,12,0.522563221178563
24,13,0.518200786467349
24,14,0.573036433254306
24,15,0.553232548233207
24,16,0.524702091659972
24,17,0.487759806956642
24,18,0.583324867675252
24,19,0.509852854940912
24,20,0.494288614167567
24,21,0.500124454675718
24,22,0.532958126806768
24,23,0.561415460829857
24,25,0.789781484614832
24,124,0.103933291863807
24,125,0.141249339549221
24,128,0.12219151961863
25,1,0.898266453804631
25,2,0.76299984975897
25,3,0.577247846052105
25,4,0.742644891667346
25,5,0.748252836928318
25,6,0.91508152700018
25,7,0.527595861878069
25,8,0.672994386706245
25,9,0.854928523849749
25,10,0.628056119968683
25,11,0.718349800860336
25,12,0.668382662532426
25,13,0.657766282524916
25,14,0.720682385753883
25,15,0.702158701654041
25,16,0.667444417836907
25,17,0.615630619790763
25,18,0.747095985841616
25,19,0.648857638824684
25,20,0.563117928318037
25,21,0.631483634020032
25,22,0.669924325579521
25,23,0.707876875289151
25,24,0.789781484614832
25,121,0.122335437665525
25,122,0.147013919526229
25,124,0.135143203688661
25,125,0.117861568761434
25,126,0.125571202944982
25,127,0.115822985075314
25,128,0.197404667189286
26,27,0.661365522904525
26,28,0.655856953545093
26,29,0.450216766503916
26,30,0.642880368427713
26,31,0.632874066246986
26,32,0.547785223923112
26,33,0.763875566908286
26,34,0.647533990504817
26,35,0.651820635506335
26,36,0.705631896753321
26,37,0.585531621797202
26,38,0.763875566908286
26,39,0.510775811931896
26,40,0.613061190693592
26,41,0.763875566908286
26,42,0.516992948611855
26,43,0.763875566908286
26,124,0.102650857905486
26,125,0.127078467342998
26,139,0.102526707999234
26,140,0.110227093568605
26,141,0.106807119691938
26,143,0.101115387818567
26,144,0.127318149151625
26,173,0.290318890993064
26,174,0.174633422721662
26,175,0.245939922678617
26,176,0.194667140242738
26,177,0.23668061145283
26,178,0.244950035696701
26,197,0.100961153842212
27,26,0.661365522904525
27,28,0.545952187604548
27,29,0.407824585233781
27,30,0.573017899521738
27,31,0.533068423989385
27,32,0.491761438821093
27,33,0.668029156310497
27,34,0.57382044811454
27,35,0.718457801279944
27,36,0.592894480160008
27,37,0.58003080020411
27,38,0.668029156310497
27,39,0.459399131718815
27,40,0.546352253167234
27,41,0.668029156310497
27,42,0.49313437709175
27,43,0.668029156310497
27,124,0.114173400404689
27,125,0.112618768640483
27,126,0.10038882270636
27,139,0.1022298974102
27,140,0.125974583672118
27,143,0.106385198082844
27,144,0.130534626379066
27,173,0.295986728216697
27,174,0.159524693911904
27,175,0.179923438970877
27,176,0.174882454280152
27,177,0.230291635913425
27,178,0.218200571908611
27,192,0.120607152538162
27,193,0.114886475261324
28,26,0.655856953545093
28,27,0.545952187604548
28,29,0.399314385224585
28,30,0.591051052166262
28,31,0.578973010496267
28,32,0.473883642716087
28,33,0.708273964227441
28,34,0.646866664487928
28,35,0.569288937815388
28,36,0.652115528804862
28,37,0.530882526847797
28,38,0.708273964227441
28,39,0.45830186515013
28,40,0.55991398847958
28,41,0.708273964227441
28,42,0.463762034277299
28,43,0.708273964227441
28,124,0.132284150456391
28,125,0.142025307362963
28,127,0.102063121844358
28,144,0.100236037829049
28,173,0.2082968158666
28,174,0.126375583758142
28,175,0.147528697756572
28,176,0.138548552214566
28,177,0.158099530969116
28,178,0.188809992570968
28,181,0.103556212935639
28,183,0.103556212935639
28,184,0.103556212935639
28,192,0.12062076820784
28,193,0.11420498692295
29,26,0.450216766503916
29,27,0.407824585233781
29,28,0.399314385224585
29,30,0.493279880455066
29,31,0.398374462421247
29,32,0.482859021195036
29,33,0.572930090837952
29,34,0.430294596578968
29,35,0.47054137885251
29,36,0.454292190347033
29,37,0.415081822429986
29,38,0.572930090837952
29,39,0.437262930258536
29,40,0.475966716540767
29,41,0.572930090837952
29,42,0.366939707574829
29,43,0.572930090837952
29,173,0.182918314471997
29,174,0.152144349754724
29,175,0.132486058443578
29,176,0.174112567321766
29,177,0.187016861241817
29,178,0.218364577125689
30,26,0.642880368427713
30,27,0.573017899521738
30,28,0.591051052166262
30,29,0.493279880455066
30,31,0.574834779949103
30,32,0.57153884211884
30,33,0.819293201639925
30,34,0.619007637246814
30,35,0.676442218221203
30,36,0.64848621432172
30,37,0.561375793187462
30,38,0.819293201639925
30,39,0.556422811989424
30,40,0.633442331030121
30,41,0.819293201639925
30,42,0.497797846600754
30,43,0.819293201639925
30,173,0.214812808699211
30,174,0.219435998115268
30,175,0.16148897153318
30,176,0.209517095057122
30,177,0.218788102180045
30,178,0.258416400707103
31,26,0.632874066246986
31,27,0.533068423989385
31,28,0.578973010496267
31,29,0.398374462421247
31,30,0.574834779949103
31,32,0.467412509659155
31,33,0.67864496337696
31,34,0.57579519989213
31,35,0.553959244702683
31,36,0.751311478684235
31,37,0.51930001666251
31,38,0.67864496337696
31,39,0.452982494085159
31,40,0.546117389312466
31,41,0.67864496337696
31,42,0.457943965034566
31,43,0.67864496337696
31,48,0.106497502013565
31,124,0.120890661265613
31,125,0.130851481959632
31,173,0.274756078482836
31,174,0.191183949574492
31,175,0.216992148042904
31,176,0.214457961548337
31,177,0.222698253745767
31,178,0.266499931591744
32,22,0.124022720166311
32,26,0.547785223923112
32,27,0.491761438821093
32,28,0.473883642716087
32,29,0.482859021195036
32,30,0.57153884211884
32,31,0.467412509659155
32,33,0.670054847722856
32,34,0.504258934843826
32,35,0.574654106079651
32,36,0.530611426883666
32,37,0.454872909542356
32,38,0.670054847722856
32,39,0.508821024505467
32,40,0.519567464448488
32,41,0.670054847722856
32,42,0.402093488275283
32,43,0.670054847722856
32,173,0.197450612122097
32,174,0.141707419061335
32,175,0.145146787392315
32,176,0.190097284824123
32,177,0.201540619277047
32,178,0.237013278365215
33,26,0.763875566908286
33,27,0.668029156310497
33,28,0.708273964227441
33,29,0.572930090837952
33,30,0.819293201639925
33,31,0.67864496337696
33,32,0.670054847722856
33,34,0.735334015903068
33,35,0.810862400185237
33,36,0.771097986831079
33,37,0.663036772093856
33,38,1
33,39,0.652373160650091
33,40,0.749729460693012
33,41,1
33,42,0.582155965214307
33,43,1
33,125,0.104305706941855
33,128,0.100975029502267
33,173,0.245065882098553
33,174,0.177621044173162
33,175,0.18416669916791
33,176,0.243392943050501
33,177,0.249216132775377
33,178,0.302580296725665
34,26,0.647533990504817
34,27,0.57382044811454
34,28,0.646866664487928
34,29,0.430294596578968
34,30,0.619007637246814
34,31,0.57579519989213
34,32,0.504258934843826
34,33,0.735334015903068
34,35,0.599871653172543
34,36,0.644043028781012
34,37,0.594707599056114
34,38,0.735334015903068
34,39,0.526511303739205
34,40,0.632525744613801
34,41,0.735334015903068
34,42,0.533153123052375
34,43,0.735334015903068
34,109,0.102316536148867
34,124,0.122181915227667
34,125,0.13216715176506
34,147,0.102882311739453
34,173,0.211833926000839
34,174,0.135006715407673
34,175,0.155360657814709
34,176,0.147730050094076
34,177,0.164823423815858
34,178,0.194394869552514
34,193,0.104895110813403
35,26,0.651820635506335
35,27,0.718457801279944
35,28,0.569288937815388
35,29,0.47054137885251
35,30,0.676442218221203
35,31,0.553959244702683
35,32,0.574654106079651
35,33,0.810862400185237
35,34,0.599871653172543
35,36,0.63095245458229
35,37,0.606938835570996
35,38,0.810862400185237
35,39,0.535455538780475
35,40,0.615519518593688
35,41,0.810862400185237
35,42,0.573975652043998
35,43,0.810862400185237
35,140,0.107583277275627
35,144,0.111240464582492
35,173,0.213227275247182
35,174,0.150871469632513
35,175,0.155297826078081
35,176,0.207186145509734
35,177,0.21756196119091
35,178,0.261052660188615
36,26,0.705631896753321
36,27,0.592894480160008
36,28,0.652115528804862
36,29,0.454292190347033
36,30,0.64848621432172
36,31,0.751311478684235
36,32,0.530611426883666
36,33,0.771097986831079
36,34,0.644043028781012
36,35,0.63095245458229
36,37,0.582238001255327
36,38,0.771097986831079
36,39,0.515396664133015
36,40,0.609768311896073
36,41,0.771097986831079
36,42,0.513983247114741
36,43,0.771097986831079
36,124,0.115846817245962
36,125,0.160955233992395
36,126,0.116424728567827
36,173,0.269272590387637
36,174,0.185382402367778
36,175,0.21066957032347
36,176,0.214586194741304
36,177,0.223692249867637
36,178,0.266871622359355
37,26,0.585531621797202
37,27,0.58003080020411
37,28,0.530882526847797
37,29,0.415081822429986
37,30,0.561375793187462
37,31,0.51930001666251
37,32,0.454872909542356
37,33,0.663036772093856
37,34,0.594707599056114
37,35,0.606938835570996
37,36,0.582238001255327
37,38,0.663036772093856
37,39,0.440460208465459
37,40,0.569063430755779
37,41,0.663036772093856
37,42,0.47748648189414
37,43,0.663036772093856
37,47,0.108375738922497
37,124,0.128184006459995
37,125,0.137635191572607
37,127,0.100421247914823
37,173,0.217876317854348
37,174,0.192952389917316
37,175,0.190624338434503
37,176,0.154209213853641
37,177,0.170508263241737
37,178,0.201237256512012
37,192,0.110846942003682
37,193,0.12219928550356
38,26,0.763875566908286
38,27,0.668029156310497
38,28,0.708273964227441
38,29,0.572930090837952
38,30,0.819293201639925
38,31,0.67864496337696
38,32,0.670054847722856
38,33,1
38,34,0.735334015903068
38,35,0.810862400185237
38,36,0.771097986831079
38,37,0.663036772093856
38,39,0.652373160650091
38,40,0.749729460693012
38,41,1
38,42,0.582155965214307
38,43,1
38,125,0.104305706941855
38,128,0.100975029502267
38,173,0.245065882098553
38,174,0.177621044173162
38,175,0.18416669916791
38,176,0.243392943050501
38,177,0.249216132775377
38,178,0.302580296725665
39,26,0.510775811931896
39,27,0.459399131718815
39,28,0.45830186515013
39,29,0.437262930258536
39,30,0.556422811989424
39,31,0.452982494085159
39,32,0.508821024505467
39,33,0.652373160650091
39,34,0.526511303739205
39,35,0.535455538780475
39,36,0.515396664133015
39,37,0.440460208465459
39,38,0.652373160650091
39,40,0.620400410643324
39,41,0.652373160650091
39,42,0.486293824433315
39,43,0.652373160650091
39,173,0.157128370865713
39,174,0.105016153075731
39,175,0.135486728865865
39,176,0.145078250992318
39,177,0.161544267695308
39,178,0.18857951267041
40,26,0.613061190693592
40,27,0.546352253167234
40,28,0.55991398847958
40,29,0.475966716540767
40,30,0.633442331030121
40,31,0.546117389312466
40,32,0.519567464448488
40,33,0.749729460693012
40,34,0.632525744613801
40,35,0.615519518593688
40,36,0.609768311896073
40,37,0.569063430755779
40,38,0.749729460693012
40,39,0.620400410643324
40,41,0.749729460693012
40,42,0.665793147437167
40,43,0.749729460693012
40,125,0.104698753168388
40,144,0.101830194462786
40,173,0.177613062358255
40,174,0.145576542949964
40,175,0.124668095709304
40,176,0.14757034088946
40,177,0.164102935886719
40,178,0.19234225259999
41,26,0.763875566908286
41,27,0.668029156310497
41,28,0.708273964227441
41,29,0.572930090837952
41,30,0.819293201639925
41,31,0.67864496337696
41,32,0.670054847722856
41,33,1
41,34,0.735334015903068
41,35,0.810862400185237
